procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 IST
 0  0 7999452 178372  47648 881348    0    0     0    26 2117 5554  3  4 94  0  0 2023-12-07 21:47:03
 0  0 7999452 173452  47680 886328    0    0     0    30 2087 5539  3  3 93  1  0 2023-12-07 21:47:08
 0  0 7999452 173576  47684 886332    0    0     0    14 2111 5583  3  3 94  0  0 2023-12-07 21:47:13
 0  0 7999452 173760  47692 886408    0    0     0    38 2206 5801  3  4 93  0  0 2023-12-07 21:47:18
 0  0 7999452 173108  47700 886332    0    0     0     3 2110 5543  3  3 93  0  0 2023-12-07 21:47:23
 0  0 7999452 173108  47704 886372    0    0     0     8 2062 5535  3  3 93  0  0 2023-12-07 21:47:28
 0  0 7999452 172984  47712 886332    0    0     0     5 2120 5565  3  4 93  0  0 2023-12-07 21:47:33
 0  0 7999452 173380  47752 886408    0    0     0   123 2062 5436  3  3 93  1  0 2023-12-07 21:47:38
 0  0 7999452 173388  47760 886408    0    0     0     6 2096 5529  3  3 93  0  0 2023-12-07 21:47:43
 0  0 7999452 173464  47768 886408    0    0     0    42 2142 5635  3  3 93  0  0 2023-12-07 21:47:48
 0  0 7999452 174224  47772 886364    0    0     0     4 2046 5416  3  3 93  0  0 2023-12-07 21:47:53
 0  0 7999452 174160  47780 886372    0    0     0     3 2127 5595  3  3 93  0  0 2023-12-07 21:47:58
 2  0 7999452 178872  47784 881324    0    0     0     7 2099 5586  3  3 93  0  0 2023-12-07 21:48:03
 0  0 7999452 173508  47808 886400    0    0     0    41 2069 5491  3  3 92  1  0 2023-12-07 21:48:08
 2  0 7999452 173200  47816 886400    0    0     0    53 2129 5622  3  4 93  0  0 2023-12-07 21:48:13
 2  0 7999452 173076  47824 886444    0    0     0     7 2140 5684  3  4 93  0  0 2023-12-07 21:48:18
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 IST
 0  0 7999452 173356  47832 886384    0    0     0     4 2083 5508  3  3 94  0  0 2023-12-07 21:48:23
 2  0 7999452 173036  47840 886420    0    0     0     3 2079 5505  3  3 93  0  0 2023-12-07 21:48:28
 0  0 7999452 172516  47848 886444    0    0     0     7 2087 5486  3  3 93  0  0 2023-12-07 21:48:33
 0  0 7999452 172200  47864 886484    0    0     0    43 2054 5496  3  3 93  1  0 2023-12-07 21:48:38
 0  0 7999452 172116  47868 886484    0    0     0    45 2116 5576  3  3 93  0  0 2023-12-07 21:48:43
 0  0 7999452 171556  47872 886424    0    0     0    10 2117 5600  4  3 92  0  0 2023-12-07 21:48:48
 0  0 7999452 171432  47876 886480    0    0     0     3 2030 5385  3  4 93  0  0 2023-12-07 21:48:53
 1  0 7999452 171392  47884 886488    0    0     0     3 2054 5488  3  4 93  0  0 2023-12-07 21:48:58
 0  0 7999452 176268  47892 881356    0    0     5     7 2106 5548  3  4 93  1  0 2023-12-07 21:49:03
 0  0 7999452 172392  47924 886332    0    0     0    27 2053 5462  3  3 93  1  0 2023-12-07 21:49:08
 0  0 7999452 172360  47932 886332    0    0     0    54 2112 5574  3  3 93  0  0 2023-12-07 21:49:13
 0  0 7999452 172328  47940 886416    0    0     0    11 2133 5654  3  3 94  0  0 2023-12-07 21:49:18
 0  0 7999452 172360  47948 886376    0    0     0     3 2100 5549  3  3 94  0  0 2023-12-07 21:49:23
 0  0 7999452 172492  47956 886376    0    0     0     3 2030 5447  3  3 93  0  0 2023-12-07 21:49:28
 0  0 7999452 172364  47960 886576    0    0    25    50 2143 5591  3  4 93  1  0 2023-12-07 21:49:33
 0  0 7999452 172444  47992 886748    0    0     0    31 2064 5496  3  3 93  1  0 2023-12-07 21:49:38
 0  0 7999452 172048  48000 886728    0    0     0    13 2099 5546  2  3 94  0  0 2023-12-07 21:49:43
 0  0 7999452 171892  48008 886692    0    0     0     6 2120 5656  3  3 93  0  0 2023-12-07 21:49:48
 1  0 7999452 171612  48016 886696    0    0     0    76 2104 5556  3  3 94  0  0 2023-12-07 21:49:53
 0  0 7999452 171044  48024 886732    0    0     0     3 2092 5497  3  4 93  0  0 2023-12-07 21:49:58
 0  0 7999452 176136  48032 881744    0    0     0     7 2099 5573  3  3 94  0  0 2023-12-07 21:50:03
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 IST
 0  0 7999452 170432  48064 886760    0    0     0    31 2077 5513  3  3 94  1  0 2023-12-07 21:50:08
 0  0 7999448 170092  48072 887160    1    0    80    12 2215 5808  4  3 92  1  0 2023-12-07 21:50:13
 0  0 7999448 170280  48080 887260    0    0     0     7 2182 5773  4  3 92  0  0 2023-12-07 21:50:18
 0  0 7999448 170124  48088 887300    0    0     0     3 2135 5673  3  3 93  1  0 2023-12-07 21:50:23
 2  0 7999448 169628  48096 887236    0    0     0    20 2129 5643  3  3 93  0  0 2023-12-07 21:50:28
 0  0 7999448 169496  48104 887264    0    0     0     4 2080 5495  3  3 93  0  0 2023-12-07 21:50:33
 0  0 7999448 169244  48136 887200    0    0     0    83 2065 5451  3  4 93  1  0 2023-12-07 21:50:38
 0  0 7999448 169164  48144 887300    0    0    20    47 2113 5584  3  3 93  0  0 2023-12-07 21:50:43
 1  0 7999448 168856  48152 887336    0    0     0     6 2166 5790  4  3 93  0  0 2023-12-07 21:50:48
 2  0 7999448 168824  48160 887332    0    0     0     3 2212 5894  3  3 94  0  0 2023-12-07 21:50:53
 0  0 7999448 171740  48168 887336    0    0     0     3 2114 5514  3  4 93  0  0 2023-12-07 21:50:58
 0  0 7999448 177072  48176 882248    0    0     0    26 2059 5471  3  4 93  0  0 2023-12-07 21:51:03
 2  0 7999448 171708  48208 887448    0    0     0    28 2088 5553  3  3 93  1  0 2023-12-07 21:51:08
 0  0 7999448 171740  48216 887288    0    0     0    14 2135 5664  4  3 93  0  0 2023-12-07 21:51:13
 1  0 7999444 170840  48280 887696    1    0    62    94 2364 6320  4  4 90  2  0 2023-12-07 21:51:18
 0  0 7999444 170872  48284 887660    0    0     0     5 2040 5437  3  3 93  0  0 2023-12-07 21:51:23
 0  0 7999444 170720  48292 887700    0    0     0     3 2098 5576  3  3 93  0  0 2023-12-07 21:51:28
 0  0 7999444 170380  48296 887664    0    0     0    50 2110 5530  3  4 94  0  0 2023-12-07 21:51:33
 0  0 7999444 169336  48308 888352    0    0     0    54 2004 5343  3  3 93  1  0 2023-12-07 21:51:38
 1  0 7999444 169108  48316 888212    0    0     0    12 2116 5620  3  3 93  0  0 2023-12-07 21:51:43
 0  0 7999444 169132  48320 887624    0    0     0    18 2124 5636  3  3 93  0  0 2023-12-07 21:51:48
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 IST
 0  0 7999444 169604  48328 887656    0    0     0     5 2055 5426  3  3 93  0  0 2023-12-07 21:51:53
 0  0 7999444 169316  48336 887664    0    0     0     3 2098 5575  3  4 93  0  0 2023-12-07 21:51:58
 0  0 7999444 174128  48344 882612    0    0     0     7 2084 5529  3  3 94  0  0 2023-12-07 21:52:03
 0  0 7999444 169248  48376 887772    0    0     0    28 2044 5487  3  3 93  1  0 2023-12-07 21:52:08
 0  0 7999440 169108  48384 887688    1    0     1    54 2116 5602  3  3 93  0  0 2023-12-07 21:52:13
 0  0 7999440 168520  48384 887692    0    0     0     6 2162 5756  3  3 93  0  0 2023-12-07 21:52:18
 2  0 7999440 168212  48392 887624    0    0     0     6 2093 5603  3  3 93  0  0 2023-12-07 21:52:23
 1  0 7999440 168132  48396 887684    0    0     0     4 2111 5584  3  3 93  0  0 2023-12-07 21:52:28
 1  0 7999440 167900  48400 887728    0    0     0    52 2093 5516  3  3 94  0  0 2023-12-07 21:52:33
 0  0 7999440 168100  48428 887748    0    0     6    57 2079 5501  3  3 92  2  0 2023-12-07 21:52:38
 0  0 7999440 167868  48436 887728    0    0     0    12 2072 5487  3  3 94  0  0 2023-12-07 21:52:43
 0  0 7999440 167136  48444 887800    0    0    12    58 2114 5597  3  3 92  1  0 2023-12-07 21:52:48
 0  0 7999440 167372  48452 887748    0    0     0     4 2036 5394  3  4 93  0  0 2023-12-07 21:52:53
 0  0 7999440 167216  48460 887764    0    0     0    10 2098 5555  3  3 93  0  0 2023-12-07 21:52:58
 1  0 7999440 172136  48460 882752    0    0     0    63 2131 5573  4  3 93  0  0 2023-12-07 21:53:03
 0  0 7999440 167736  48492 887896    0    0     0    36 2047 5449  3  3 92  1  0 2023-12-07 21:53:08
 0  0 7999440 167900  48500 887804    0    0     0    10 2105 5610  4  4 92  0  0 2023-12-07 21:53:13
 0  0 7999440 166364  48508 887836    0    0     6     6 2140 5663  3  3 93  0  0 2023-12-07 21:53:18
 1  0 7999440 165868  48516 887908    0    0     6     8 2064 5451  3  3 93  1  0 2023-12-07 21:53:23
 0  0 7999440 167776  48520 887952    0    0     0     6 2053 5470  3  3 93  0  0 2023-12-07 21:53:28
 0  0 7999440 167776  48528 887852    0    0     0     3 2074 5479  3  3 93  0  0 2023-12-07 21:53:33
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 IST
 1  1 7999440 169264  48540 887816    0    0     0    21 2044 5420  3  3 93  1  0 2023-12-07 21:53:38
 1  0 7999440 169480  48540 887856    0    0     8    78 2095 5514  3  3 93  1  0 2023-12-07 21:53:43
 3  0 7999440 169324  48544 887932    0    0     0    14 2068 5520  3  4 93  0  0 2023-12-07 21:53:48
 0  0 7999440 169044  48552 887964    0    0     0     6 2064 5481  3  3 93  0  0 2023-12-07 21:53:53
 0  0 7999440 169012  48556 887896    0    0     0     6 2092 5538  3  4 93  0  0 2023-12-07 21:53:58
 0  0 7999440 174468  48560 882804    0    0     0    52 2070 5471  3  3 94  0  0 2023-12-07 21:54:03
 2  0 7999440 169348  48568 887820    0    0     0    62 2048 5415  3  3 94  0  0 2023-12-07 21:54:08
 0  0 7999440 169448  48588 887820    0    0     0    29 2112 5626  3  3 93  1  0 2023-12-07 21:54:13
 0  0 7999440 168792  48596 887900    0    0     0    10 2142 5654  3  3 93  0  0 2023-12-07 21:54:18
 0  0 7999440 168520  48604 887904    0    0     0     7 2049 5477  3  3 93  0  0 2023-12-07 21:54:23
 0  0 7999440 167812  48608 887940    0    0     0     4 2084 5534  3  3 94  0  0 2023-12-07 21:54:28
 0  0 7999440 167644  48616 888020    0    0    24     3 2092 5497  3  3 94  1  0 2023-12-07 21:54:33
 0  0 7999440 167624  48624 888156    0    0     0     3 2063 5480  3  3 93  0  0 2023-12-07 21:54:38
 0  0 7999440 167464  48656 888024    0    0     0    85 2208 5820  3  4 93  1  0 2023-12-07 21:54:43
 0  0 7999440 168000  48664 888032    0    0     8    66 2206 5770  3  3 93  1  0 2023-12-07 21:54:48
 1  0 7999440 167836  48672 888064    0    0     0    10 2078 5548  3  4 93  0  0 2023-12-07 21:54:53
 1  0 7999440 168180  48680 888072    0    0     0     4 2076 5483  3  3 93  0  0 2023-12-07 21:54:58
 1  0 7999440 173480  48684 883020    0    0     0     3 2079 5520  3  3 93  0  0 2023-12-07 21:55:03
 0  0 7999440 168492  48692 888156    0    0     0     6 2056 5445  3  3 93  0  0 2023-12-07 21:55:08
 1  0 7999484 118832  47384 898556    0    9     0    39 2233 5803  7  4 88  1  0 2023-12-07 21:55:13
 0  0 7999484 197932  44960 864892    0    0    10  2816 2281 6090  7  4 86  3  0 2023-12-07 21:55:18
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 IST
 0  0 7999484 197716  44968 864968    0    0     0    53 2093 5487  3  4 93  0  0 2023-12-07 21:55:23
 0  0 7999484 197532  44976 864940    0    0     2    10 2104 5626  3  3 93  1  0 2023-12-07 21:55:28
 0  0 7999484 197152  44980 864960    0    0     0    46 2084 5431  3  4 93  0  0 2023-12-07 21:55:33
 2  0 7999484 196784  44988 865304    0    0     0     7 2009 5348  3  4 93  0  0 2023-12-07 21:55:38
 0  0 7999484 200664  45008 864940    0    0     0    30 2101 5533  3  3 92  1  0 2023-12-07 21:55:43
 0  0 7999484 200196  45016 864976    0    0     0   488 2124 5567  3  3 93  0  0 2023-12-07 21:55:48
 0  0 7999484 199700  45020 865008    0    0     0    16 2084 5528  3  3 93  1  0 2023-12-07 21:55:53
 2  0 7999484 199512  45028 864976    0    0     0    34 2076 5511  3  3 93  0  0 2023-12-07 21:55:58
 0  0 7999484 202984  45036 860508    0    0     0     3 2145 5568  3  3 93  0  0 2023-12-07 21:56:03
 0  0 7999484 202892  45044 860508    0    0     0     6 2021 5372  3  3 93  0  0 2023-12-07 21:56:08
 0  0 7999484 197560  45076 865628    0    0     7    33 2114 5611  3  4 93  1  0 2023-12-07 21:56:13
 0  0 7999484 197936  45144 865920    0    0    48    96 2489 6482  4  3 90  3  0 2023-12-07 21:56:18
 0  0 7999484 197192  45148 865940    0    0     0     6 2121 5628  3  3 93  0  0 2023-12-07 21:56:23
 2  0 7999484 197160  45152 865948    0    0     0     3 2064 5501  3  3 94  0  0 2023-12-07 21:56:28
 1  1 7999484 196748  45160 865920    0    0     0    76 2070 5414  3  3 93  1  0 2023-12-07 21:56:33
 0  0 7999484 196136  45168 865920    0    0     0     4 2087 5459  3  3 93  1  0 2023-12-07 21:56:38
 1  0 7999484 195980  45192 865948    0    0     0    27 2089 5520  3  3 93  1  0 2023-12-07 21:56:43
 2  0 7999484 195344  45200 865884    0    0     0    12 2080 5535  3  3 94  0  0 2023-12-07 21:56:48
 1  0 7999484 194740  45208 865952    0    0     0    16 2047 5392  3  3 94  0  0 2023-12-07 21:56:53
 0  0 7999484 193956  45216 865884    0    0     0     4 2104 5626  3  3 93  0  0 2023-12-07 21:56:58
 1  0 7999484 198924  45224 860836    0    0     0     3 2080 5482  3  3 93  0  0 2023-12-07 21:57:03
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 IST
 1  0 7999484 198924  45228 860836    0    0     0    22 2070 5477  3  3 93  0  0 2023-12-07 21:57:08
 0  0 7999484 195544  45252 865812    0    0     0    60 2114 5582  3  3 93  1  0 2023-12-07 21:57:13
 0  0 7999484 195420  45260 865892    0    0     0    10 2160 5715  3  4 93  0  0 2023-12-07 21:57:18
 0  0 7999484 195452  45268 865932    0    0     0     5 2106 5529  3  3 93  0  0 2023-12-07 21:57:23
 0  0 7999484 196228  45272 865896    0    0     0     4 2240 5990  3  4 93  0  0 2023-12-07 21:57:28
 0  0 7999484 196136  45276 865856    0    0     0     3 2207 5962  3  3 93  0  0 2023-12-07 21:57:33
 0  0 7999484 196104  45284 865856    0    0     0    88 2144 5774  3  3 92  1  0 2023-12-07 21:57:38
 0  0 7999484 196072  45308 865932    0    0     0    46 2298 6172  3  4 92  1  0 2023-12-07 21:57:43
 0  0 7999484 195200  45316 865900    0    0     0    47 2156 5693  4  3 93  0  0 2023-12-07 21:57:48
 0  0 7999484 195112  45324 865892    0    0     0     3 2065 5448  3  3 93  0  0 2023-12-07 21:57:53
 0  0 7999484 195112  45332 865900    0    0     0     4 2121 5625  3  4 93  0  0 2023-12-07 21:57:58
 1  0 7999484 201552  45344 860844    0    0     0    10 2119 5699  3  4 92  1  0 2023-12-07 21:58:03
 0  0 7999484 201996  45352 860844    0    0     0     6 2129 5608  3  3 94  0  0 2023-12-07 21:58:08
 0  0 7999484 196448  45376 865884    0    0     0    82 2115 5599  3  4 92  1  0 2023-12-07 21:58:13
 0  0 7999484 194464  45380 865904    0    0     0    14 2157 5671  3  3 93  0  0 2023-12-07 21:58:18
 0  0 7999484 194308  45388 865864    0    0     0     6 2100 5605  3  3 94  0  0 2023-12-07 21:58:23
 0  0 7999484 194008  45396 865904    0    0     0     4 2057 5484  3  3 94  0  0 2023-12-07 21:58:28
 2  0 7999484 195384  45404 865940    0    0     0     4 2081 5461  3  3 93  0  0 2023-12-07 21:58:33
 0  0 7999484 195268  45412 865940    0    0     0     4 2048 5444  2  3 94  0  0 2023-12-07 21:58:38
 0  0 7999484 195236  45444 865964    0    0     0    62 2057 5468  3  3 93  1  0 2023-12-07 21:58:43
 0  0 7999484 195044  45452 866004    0    0     0    26 2080 5530  3  4 93  0  0 2023-12-07 21:58:48
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 IST
 0  0 7999484 194336  45460 865896    0    0     0    37 2065 5435  3  3 94  0  0 2023-12-07 21:58:53
 0  0 7999484 194048  45464 865904    0    0     0     7 2046 5447  3  3 94  0  0 2023-12-07 21:58:58
 0  0 7999484 198892  45472 860852    0    0     0    57 2065 5462  3  3 93  0  0 2023-12-07 21:59:03
 0  0 7999484 200008  45480 860852    0    0     0    12 2046 5480  3  3 93  0  0 2023-12-07 21:59:08
 0  0 7999484 194768  45508 865932    0    0     0    29 2087 5600  3  3 93  1  0 2023-12-07 21:59:13
 0  0 7999484 194800  45516 866012    0    0     0    11 2078 5562  3  3 93  0  0 2023-12-07 21:59:18
 0  0 7999484 194120  45524 865948    0    0     0     3 2056 5410  3  3 93  0  0 2023-12-07 21:59:23
 0  0 7999484 193996  45532 866012    0    0     0     3 2173 5576  3  4 93  0  0 2023-12-07 21:59:28
 0  0 7999484 193780  45536 865872    0    0     0     4 2078 5418  3  3 93  0  0 2023-12-07 21:59:33
 1  0 7999484 193904  45544 865872    0    0     0    22 2072 5503  3  4 93  0  0 2023-12-07 21:59:38
 0  0 7999484 193748  45568 865912    0    0     0    62 2086 5521  3  3 93  1  0 2023-12-07 21:59:43
 0  0 7999484 193704  45576 865872    0    0     0    14 2103 5607  3  3 93  0  0 2023-12-07 21:59:48
 1  0 7999484 193468  45584 866004    0    0     0     6 2043 5392  3  4 93  0  0 2023-12-07 21:59:53
 0  0 7999484 192272  45592 866000    0    0     9     3 2049 5423  3  3 93  0  0 2023-12-07 21:59:58
 0  0 7999484 198224  45596 861016    0    0    15     6 2086 5522  3  3 93  1  0 2023-12-07 22:00:03
 2  0 7999484 197552  45604 861016    0    0     0     9 2074 5507  3  3 94  0  0 2023-12-07 22:00:08
 0  0 7999484 193932  45636 865996    0    0     0    42 2216 5743  4  3 92  1  0 2023-12-07 22:00:13
 0  0 7999484 193840  45644 866072    0    0     0    11 2185 5787  3  3 93  0  0 2023-12-07 22:00:18
 0  0 7999484 193808  45652 866060    0    0     0    74 2117 5583  4  3 93  1  0 2023-12-07 22:00:23
 0  0 7999484 194212  45660 866036    0    0     0     3 2156 5708  3  3 93  0  0 2023-12-07 22:00:28
 0  0 7999484 194048  45668 866076    0    0     0     4 2074 5450  3  3 94  0  0 2023-12-07 22:00:33
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 IST
 0  0 7999484 194088  45672 866076    0    0     0    50 2073 5476  3  3 94  1  0 2023-12-07 22:00:38
 1  0 7999484 193932  45700 866104    0    0     6    69 2114 5544  3  3 93  1  0 2023-12-07 22:00:43
 0  0 7999484 193516  45708 866136    0    0     0    14 2118 5621  3  3 94  0  0 2023-12-07 22:00:48
 2  0 7999484 193280  45716 866196    0    0     0     3 2044 5433  3  3 94  0  0 2023-12-07 22:00:53
 0  0 7999484 193372  45720 866136    0    0     0     3 2083 5521  3  3 94  0  0 2023-12-07 22:00:58
